"","V1","V2","V3","V4"
"1",0.278159696052274,0.284208085484922,0.00604838943264796,1
"2",0.275326616102537,0.281265022028255,0.00593840592571815,1
"3",0.27640068584729,0.282226599289972,0.00582591344268157,1
"4",0.277406662307097,0.283292831014888,0.00588616870779107,1
"5",0.277483357767418,0.283412300097399,0.00592894232998137,1
"6",0.281488470053936,0.287533847376787,0.00604537732285143,0
"7",0.277737092787085,0.283689560149006,0.00595246736192057,1
"8",0.276726621576857,0.28250354842613,0.00577692684927339,1
"9",0.275258249556516,0.281007719135392,0.00574946957887629,1
"10",0.277595669487333,0.28348310434768,0.00588743486034726,1
"11",0.278035096763037,0.283899924135266,0.00586482737222849,1
"12",0.277258215631445,0.283143491552265,0.00588527592081983,1
"13",0.27645527714513,0.282368029321718,0.00591275217658876,1
"14",0.279165027993171,0.285013364682516,0.00584833668934476,1
"15",0.276372793888162,0.282187030739548,0.0058142368513861,1
"16",0.275780558814609,0.281698356548245,0.00591779773363627,1
"17",0.28004211060343,0.286113343363815,0.00607123276038435,1
"18",0.275743876398093,0.281607272290607,0.00586339589251367,1
"19",0.281870062481351,0.288033731823102,0.00616366934175128,0
"20",0.277809858732133,0.283675641866439,0.0058657831343063,1
"21",0.278619412258575,0.284582094947968,0.00596268268939254,1
"22",0.278243979195909,0.284202780654487,0.00595880145857802,1
"23",0.279125298022738,0.285263184468494,0.00613788644575591,1
"24",0.276828346331891,0.282771791089992,0.00594344475810149,1
"25",0.278300785348206,0.284260316659967,0.00595953131176113,1
"26",0.281159771091246,0.287206711625353,0.00604694053410737,0
"27",0.279527988772866,0.285538261387966,0.00601027261510007,1
"28",0.277260578265084,0.283162361451018,0.00590178318593343,1
"29",0.27898622338034,0.284919514159369,0.00593329077902921,1
"30",0.277803443021427,0.283843205047929,0.00603976202650208,1
"31",0.277305999030048,0.283196688596436,0.00589068956638777,1
"32",0.27835259022,0.284260548791402,0.00590795857140186,1
"33",0.278476003096304,0.284628582293015,0.00615257919671064,1
"34",0.276917608603763,0.282891463524049,0.00597385492028685,1
"35",0.276583049289381,0.282453037699674,0.00586998841029274,1
"36",0.278190578576157,0.284051381156723,0.00586080258056587,1
"37",0.276036124940289,0.281961441409314,0.00592531646902528,1
"38",0.280903555488507,0.286874939774494,0.00597138428598742,0
"39",0.278179251748509,0.284136150315149,0.00595689856664022,1
"40",0.276581923397029,0.282626106659846,0.00604418326281714,1
"41",0.277862869889058,0.283865425205461,0.00600255531640248,1
"42",0.278029437868326,0.283970502805559,0.00594106493723273,1
"43",0.277465185941298,0.283365702603588,0.00590051666228997,1
"44",0.27633837103483,0.282349759567253,0.00601138853242311,1
"45",0.279222925740456,0.285305411453285,0.00608248571282938,1
"46",0.279971187282429,0.285988663458943,0.00601747617651449,1
"47",0.278299352776984,0.284307550720327,0.00600819794334223,1
"48",0.278784106013434,0.284755943128652,0.00597183711521815,1
"49",0.279953965170433,0.286011015664173,0.0060570504937395,1
"50",0.278062185857186,0.2841171746406,0.00605498878341443,1
"51",0.279418587179789,0.285378079680218,0.00595949250042882,1
