"","V1","V2","V3","V4"
"1",0.105197558119818,0.107019874934512,0.00182231681469384,1
"2",0.105186660489376,0.107026540732248,0.00183988024287274,1
"3",0.105285765621843,0.107176006345844,0.00189024072400054,1
"4",0.104203462406583,0.106057368195855,0.0018539057892723,0
"5",0.104927594581819,0.106753278144418,0.001825683562599,1
"6",0.104646051839167,0.106469321195744,0.00182326935657717,1
"7",0.105434881480087,0.107275610732948,0.00184072925286076,1
"8",0.105697767999701,0.107555155530842,0.00185738753114027,1
"9",0.105437779654711,0.10739850153855,0.00196072188383853,1
"10",0.105262206686259,0.107141354259445,0.00187914757318554,1
"11",0.105427069607698,0.107309738780387,0.00188266917268928,1
"12",0.104681129581066,0.106519744797191,0.00183861521612523,1
"13",0.105241286075801,0.1070844613645,0.00184317528869987,1
"14",0.105075838178494,0.106888787585368,0.00181294940687371,1
"15",0.104595732439663,0.106466826453729,0.00187109401406547,1
"16",0.104527605869341,0.106412225946131,0.0018846200767897,1
"17",0.104979882627906,0.106836630192867,0.00185674756496043,1
"18",0.105202524177432,0.107020991453734,0.00181846727630176,1
"19",0.10568654381542,0.107555380412529,0.00186883659710843,1
"20",0.105978624745468,0.107823956972961,0.0018453322274935,1
"21",0.104762102722715,0.106625634686795,0.00186353196408016,1
"22",0.10480589045456,0.106645657918725,0.00183976746416473,1
"23",0.104380068995113,0.106265119303263,0.00188505030815021,1
"24",0.10587031028725,0.107760487975669,0.00189017768841915,1
"25",0.105057711287795,0.106976004451308,0.00191829316351351,1
"26",0.105191882870871,0.107002461506765,0.00181057863589458,1
"27",0.105498101947624,0.107321842528669,0.00182374058104443,1
"28",0.104691118282297,0.106506940988009,0.00181582270571218,1
"29",0.106077940903348,0.107935736086438,0.00185779518309061,1
"30",0.105001289075941,0.106911310952636,0.0019100218766953,1
